family,k,draw_idx,L_indiv,bias_primal,var_primal,gap_primal,bias_dual,var_dual,auc_primal,auc_dual
densenet,11,3,0.47793511794360327,0.4305373640807344,0.059875703422314755,-0.012477949559445867,0.42661687243658786,0.05131824550701539,0.8608461356030461,0.8649569158607605
densenet,11,4,0.4792904950363011,0.43389594875924303,0.05908492360268204,-0.013690377325623948,0.4281724505360178,0.051118044500283275,0.8583361880418456,0.8630201059316451
densenet,11,5,0.46914319772662005,0.4357688305007988,0.0431329341230596,-0.009758566897238308,0.43080650028648754,0.03833669744013245,0.856992279111439,0.8609844791694117
densenet,11,6,0.4786988557638505,0.43192976896867274,0.06078368823906413,-0.014014601443886332,0.4269251830612368,0.051773672702613675,0.8607670821365516,0.8655366412817201
densenet,11,7,0.48055005173966114,0.4333273244262704,0.06195888945245677,-0.014736162139066034,0.42784194135354153,0.052708110386119535,0.8589093256739307,0.8638501673298373
densenet,11,8,0.47663123028236903,0.4307454714762164,0.059581454709217635,-0.01369569590306502,0.4257803719488694,0.050850858333499505,0.8608527233919208,0.8652533663601147
densenet,11,9,0.4762178611608107,0.4293597735571615,0.05952306045548592,-0.012664972851836709,0.4252087303928891,0.051009130767921525,0.8616630214234895,0.8657869772589529
densenet,11,10,0.47583724555896906,0.4299066579985677,0.05947465248868519,-0.013544064928283805,0.4249620505328107,0.05087519502615828,0.8605299217370681,0.8651347861603731
densenet,11,11,0.47703755396599395,0.43029315133027324,0.0606103194437702,-0.013865916808049494,0.4254358929056457,0.051601661060348226,0.8607670821365516,0.8651874884713694
densenet,12,0,0.4775446043093747,0.43232415226738347,0.0586816154781248,-0.013461163436133572,0.42709575013425166,0.05044885417512285,0.8596932725500014,0.8644101293841734
efficientnet,1,0,0.4679630272809215,0.4679630272809215,0.0,0.0,0.4679630272809215,1.305518884087929e-17,0.8361221639568894,0.8361221639568894
efficientnet,1,1,0.5139858759972379,0.5139858759972379,0.0,0.0,0.5139858759972379,9.430938451009419e-18,0.7841609792089382,0.7841609792089382
efficientnet,1,2,0.7659367840361944,0.7659367840361944,0.0,0.0,0.7659367840361979,1.380507275864988e-17,0.8662085957469235,0.8662085957469234
efficientnet,1,3,0.490189182776822,0.490189182776822,0.0,0.0,0.49018918277682194,1.2157845181489977e-17,0.8171559197870828,0.8171559197870828
efficientnet,1,4,0.501736441256163,0.501736441256163,0.0,0.0,0.501736441256163,8.79984330170845e-18,0.7965559039763894,0.7965559039763894
efficientnet,1,5,0.6366968775868799,0.6366968775868799,0.0,0.0,0.6366968775868881,1.5613803326021528e-17,0.9007417850272734,0.9007417850272734
efficientnet,1,6,0.4587507077313266,0.4587507077313266,0.0,0.0,0.4587507077313266,1.410776997102717e-17,0.841484624100767,0.841484624100767
efficientnet,1,7,0.6207626246244204,0.6207626246244204,0.0,0.0,0.6207626246243982,1.3441376299729187e-17,0.8653324198266095,0.8653324198266095
efficientnet,1,8,0.5324346002452476,0.5324346002452476,0.0,0.0,0.5324346002452476,7.218293461610826e-18,0.7644931355239927,0.7644931355239927
efficientnet,1,9,0.4898777758005836,0.4898777758005836,0.0,0.0,0.4898777758005835,1.2202948662289778e-17,0.8121162612980579,0.8121162612980579
efficientnet,1,10,0.504790316191284,0.504790316191284,0.0,0.0,0.504790316191284,1.326595891646787e-17,0.829942817992569,0.829942817992569
efficientnet,1,11,0.48752567134216973,0.48752567134216973,0.0,0.0,0.4875256713421697,1.0924590003433836e-17,0.8064046483438299,0.8064046483438299
efficientnet,2,0,0.5443628259526709,0.42741882665467906,0.11438299668700984,0.0025610026109820216,0.458773004604872,0.08558982134779915,0.8676183825660755,0.8728556747213365
efficientnet,2,1,0.627907279918389,0.43586702351120105,0.2148567501520509,-0.022816493744862942,0.5077973149020507,0.12010996501633832,0.8634878389417375,0.8726909799994731
efficientnet,2,2,0.4959628120164925,0.47364247134188164,0.02437685840814474,-0.0020565177335338802,0.47398028898685246,0.021982523029640072,0.8192837755935598,0.8198503254367704
efficientnet,2,3,0.6399613300167162,0.4385437075630394,0.26460186591123985,-0.06318424345756313,0.5003555973979871,0.13960573261872913,0.8602795857598357,0.8720980790007642
efficientnet,2,4,0.4743142417659551,0.452614447744935,0.029635879523269605,-0.007936085502249501,0.4493269737136826,0.02498726805227252,0.8390471422171862,0.8420643495217266
efficientnet,2,5,0.497489749484053,0.4563076287387329,0.037873145450225014,0.003308975295095107,0.4652925773252588,0.032197172158794106,0.8401209518037366,0.8390537300060608
efficientnet,2,6,0.5523299524339007,0.3895439426388887,0.20969731583620912,-0.04691130604119709,0.43640521602231713,0.11592473641158345,0.8913475980921763,0.9048130385517406
efficientnet,2,7,0.5692166594215214,0.3974821745233559,0.28558403250128545,-0.11384954760311994,0.428150399542956,0.14106625987856553,0.8867690848243697,0.9037655801206882
efficientnet,2,8,0.4958071085283733,0.48322060865048405,0.01440366643790249,-0.0018171665600132392,0.4820061879709945,0.013800920557378757,0.8122348414977996,0.8136446283169516
efficientnet,2,9,0.5019318258989107,0.4855964137150528,0.016644662804611632,-0.00030925062075370935,0.48611188481478274,0.015819941084128025,0.809662309942291,0.810027932224828
efficientnet,2,10,0.5020875293870299,0.48030236757747224,0.025087147630705426,-0.0033019858211477127,0.47982961737503277,0.022257912011997148,0.814619621070384,0.8162270415557722
efficientnet,2,11,0.47907610502887177,0.45936089794163865,0.01810826780863033,0.0016069392786027814,0.46253302756000975,0.016543077468861935,0.8361221639568894,0.8362670953121295
efficientnet,2,12,0.48885742705949586,0.47165570037859467,0.019259762374817618,-0.002058035693916438,0.4718021231433545,0.01705530391614128,0.8216224406440222,0.8223997997312182
efficientnet,2,13,0.6287297511056502,0.46581325504537946,0.16216158519741186,0.0007549108628588375,0.516383003071252,0.11234674803439978,0.8994176394634904,0.9044770613191389
efficientnet,2,14,0.47892040154075255,0.46070948083105906,0.021140978473512602,-0.002930057763819105,0.45969814111395646,0.01922226042679609,0.8349890642704683,0.836458141189491
efficientnet,2,15,0.5007557736697038,0.48903517061100676,0.013380899739920097,-0.001660296681223028,0.48840466081231587,0.012351112857387969,0.804013280982371,0.8041845634931091
efficientnet,2,16,0.5477237926591032,0.37440147471108465,0.21265513525227195,-0.03933281730425342,0.42693740893133386,0.12078638372776933,0.898403119976811,0.9064204590371288
efficientnet,2,17,0.4909744516390797,0.4650410978200053,0.03336040386448088,-0.007427050045406447,0.46237164509541895,0.02860280654366072,0.8280521225855755,0.8300021080924398
efficientnet,2,18,0.5707435968890819,0.3938663203729146,0.2114262289723132,-0.034548952456145865,0.44429951753806923,0.1264440793510125,0.8925663390339668,0.9045824659411315
efficientnet,2,19,0.5753413767920589,0.39949601129318685,0.2948853745918543,-0.11904000909298229,0.4302469359984882,0.14509444079357078,0.8831589765211203,0.90208569395768
efficientnet,2,20,0.5634430301818509,0.39336784940080866,0.23243596908694636,-0.06236078830590408,0.43625173984626126,0.1271912903355904,0.8887355398034202,0.9038380457983083
efficientnet,2,21,0.5554759037006212,0.4348917051233928,0.13280915987756284,-0.012224961300334458,0.4561958815666012,0.09928002213401964,0.8643508392843027,0.8741073546074996
efficientnet,2,22,0.46335686750612404,0.43548166299890556,0.032973711343194365,-0.005098506835975902,0.4351404940912873,0.02821637341483671,0.8523017734327649,0.8548578355160874
efficientnet,2,23,0.5632873266937317,0.3992893305675798,0.2406475186678158,-0.0766495225416639,0.4378234221493292,0.1254639045444025,0.8853000079053467,0.9021581596353
efficientnet,2,24,0.509388096094261,0.46572448499628677,0.053333628275637354,-0.009670017177663137,0.46856717667494696,0.04082091941931407,0.8293169780494875,0.829336741416111
efficientnet,2,25,0.576598612434834,0.4496831217802207,0.19270208194168542,-0.0657865912870721,0.4572172986445005,0.11938131379033334,0.8565970117789665,0.8677567261324408
efficientnet,2,26,0.5627764704078522,0.4355757693774893,0.12336376339223647,0.0038369376381264253,0.46578518212879955,0.09699128827905297,0.8689622914964823,0.8732970565759309
efficientnet,2,27,0.6267312276891821,0.43340010589345446,0.23124729608236494,-0.037916174286637294,0.5036900363506184,0.12304119133856371,0.8624799072439326,0.8736330338085326
efficientnet,2,28,0.47313818953674813,0.45220593276000864,0.03269446304612799,-0.011762206269388509,0.4465795441469073,0.026558645389840842,0.8378218134865214,0.8425123191651953
efficientnet,2,29,0.5170855207507052,0.5020225822985172,0.023546171121730047,-0.008483232669541985,0.49572634433478285,0.021359176415922443,0.7968391788979947,0.7999486152467786
efficientnet,3,0,0.49250896663994953,0.44531215964578885,0.06101934963736046,-0.013822542643199764,0.4420004373889688,0.050508529250980636,0.8448378086379087,0.8488958865846268
efficientnet,3,1,0.49723357670540985,0.47536090505422457,0.02575561984769022,-0.003882948196504976,0.47380733026573574,0.02342624643967408,0.8179003399299059,0.8192903633824342
efficientnet,3,2,0.5019705000100743,0.4761744822889403,0.028914317473615985,-0.003118299752482012,0.4752943979154519,0.026676102094622334,0.8156802550791853,0.8165959577327466
efficientnet,3,3,0.49393446661118956,0.4718025918373877,0.02434329472543289,-0.002211419951631044,0.47129628719093863,0.022638179420250835,0.8222416927982291,0.8230256396742996
efficientnet,3,4,0.4867596716047918,0.4499152073440893,0.04262076901335235,-0.005776304752649841,0.4500051168755765,0.03675455472921524,0.8421763419325938,0.8441395030172072
efficientnet,3,5,0.6347900342930791,0.39434257670678613,0.295359308564408,-0.05491185097811502,0.47037078510233454,0.1644192491907444,0.8920063769796306,0.9006627315607788
efficientnet,3,6,0.5342371759675265,0.4282060583455886,0.1373104224034923,-0.031279304781554385,0.4283626765070045,0.10587449946052213,0.8622822735776965,0.8712153152915756
efficientnet,3,7,0.5820012475378666,0.4264492538341062,0.19869982430260458,-0.043147830598844195,0.44894350479016365,0.13305774274770302,0.8623745026219398,0.8745355608843448
efficientnet,3,8,0.4929036597729146,0.4665120693145767,0.05034646956992493,-0.023954879111587002,0.45320556448939825,0.03969809528351639,0.8287043136841551,0.835970644812775
efficientnet,3,9,0.5469076320706127,0.4466029430252642,0.1590968466027444,-0.058792157557395974,0.4324021943013054,0.11450543776930724,0.855740599225276,0.8683232759756515
efficientnet,3,10,0.49597443295611293,0.47037400271496466,0.04568338817782434,-0.020082957936676082,0.4590050786289139,0.036969354327199,0.8262536562228253,0.8320179714880498
efficientnet,3,11,0.5017237279912706,0.47455376143703787,0.04820376781796976,-0.021033801263736995,0.4621428808770641,0.039580847114206556,0.8230717541964215,0.8297649476929564
efficientnet,3,12,0.630837145807886,0.39615906724196653,0.26063806782657806,-0.025959989260658678,0.4754560116838746,0.15538113412401103,0.890965506337453,0.8994439906189887
efficientnet,3,13,0.4988015110826769,0.46091216496479404,0.04834996295150101,-0.010460616833618097,0.45777590192192563,0.041025609160751264,0.8325581701757622,0.8349100108039738
efficientnet,3,14,0.620461456451467,0.37552552816517604,0.24103993198279333,0.003895996303497684,0.4676073218670714,0.1528541345843958,0.9005112124166644,0.902401907823658
efficientnet,3,15,0.5232341717108563,0.4168015109860222,0.13138393537133347,-0.024951274646499377,0.41668642037124054,0.10654775133961587,0.8700163377164088,0.8786726922975573
efficientnet,3,16,0.5438921255183287,0.39333065880719326,0.21653858698919415,-0.0659771202780588,0.39953614721088987,0.14435597830743865,0.8864726343250152,0.9025402513900235
efficientnet,3,17,0.5811134103929826,0.4313697688370005,0.20783629994635294,-0.05809265839037081,0.4480581627974756,0.13305524759550694,0.8603125247042083,0.8737911407415216
efficientnet,3,18,0.6010539001575753,0.4266892174249163,0.26269823563711164,-0.08833355290445255,0.44253231556310063,0.15852158459447474,0.8657935650478272,0.8758531186592533
efficientnet,3,19,0.5437883231929158,0.3981827805969156,0.2199337163280912,-0.074328173732091,0.40062958485754807,0.1431587383353678,0.8843908930406598,0.901051411104377
efficientnet,3,20,0.5738084942197619,0.42166682071787015,0.19779213498652448,-0.0456504614846327,0.4448517739186486,0.1289567203011133,0.8660768399694326,0.8765645998577039
efficientnet,3,21,0.5785454175244262,0.42288932176542554,0.21006839431803825,-0.05441229855903762,0.44309928190517434,0.13544613561925198,0.8654444122374767,0.876590951013202
efficientnet,3,22,0.497640583077579,0.46927547887725646,0.05193807165890264,-0.02357296745858012,0.45479835595072765,0.0428422271268514,0.8276173285198556,0.8351076444702099
efficientnet,3,23,0.6247416933342615,0.42174292180542555,0.22035125986526097,-0.017352488336424998,0.4849703635952512,0.13977132973901024,0.8774144246225196,0.8839824501304383
efficientnet,3,24,0.4866295504379689,0.45822350194527073,0.03386752503266793,-0.005461476539969756,0.456162541825862,0.03046700861210679,0.8336517431289363,0.8352394002477008
efficientnet,3,25,0.5477954692154966,0.438245031999954,0.1653615019452487,-0.055811064729706095,0.4256610013785199,0.12213446783697672,0.8602466468154629,0.8721244301562624
efficientnet,3,26,0.5081200747594109,0.48088283914980573,0.04027577817773411,-0.013038542568128975,0.4733264221813007,0.034793652578110144,0.8157724841234287,0.8185261798729875
efficientnet,3,27,0.540758057321276,0.4424030398768099,0.1383412112526472,-0.039986193808181136,0.4357786346388665,0.10497942268240944,0.8551147592821944,0.8674141611109647
efficientnet,3,28,0.4940645877780125,0.46030194738310004,0.0410579517917805,-0.007295311396868065,0.4586064748138839,0.03545811296412852,0.834415926638383,0.8364976679227384
efficientnet,3,29,0.5465129389376474,0.42958210749953496,0.14960431666037494,-0.03267348522226243,0.431087677553897,0.1154252613837505,0.8631518617091359,0.8706817043927375
efficientnet,4,0,0.5528258146149674,0.4270363714063578,0.17561691400724808,-0.049827470798638474,0.4276592336161759,0.1251665809987914,0.8616498458457404,0.8744960341510974
efficientnet,4,1,0.5621612025469687,0.3897553459543667,0.27417933484823304,-0.1017734782556311,0.3875178744738406,0.17464332807312793,0.8940749426862368,0.905023847795726
efficientnet,4,2,0.5399309955792787,0.4388175603013393,0.15745390523675348,-0.05634046995881403,0.41999748010713106,0.1199335154721477,0.8603981659595774,0.8710835595140848
efficientnet,4,3,0.5171981526206868,0.42927781231177603,0.11077125870882779,-0.022850918399917042,0.42420822221893845,0.0929899304017484,0.8602598223932121,0.8694893146064455
efficientnet,4,4,0.5565497597767322,0.42494561009469134,0.1976658049845267,-0.06606165530248587,0.41840705123771854,0.13814270853901364,0.8624667316661836,0.8774868903001396
efficientnet,4,5,0.4983592928430981,0.4738865572211574,0.02850232895766707,-0.004029593335726389,0.4720074200791205,0.02635187276397762,0.8181704392737622,0.819494584837545
efficientnet,4,6,0.4876170493977994,0.44996677510861466,0.04291532214610895,-0.005265047856924221,0.44957715279366545,0.03803989660413382,0.8421763419325936,0.8434016706632587
efficientnet,4,7,0.534707736592303,0.4165549035141543,0.242606915123324,-0.12445408204517538,0.3756010914635472,0.15910664512875589,0.8772760810561543,0.9006561437719043
efficientnet,4,8,0.5318209219724678,0.41135195635800453,0.22883498324505877,-0.1083660176305955,0.37961632010415713,0.15220460186831053,0.8779216843658594,0.899812906795963
efficientnet,4,9,0.5326501680031053,0.44733395800777864,0.13323261075016177,-0.047916400754835164,0.4285120346134018,0.10413813338970355,0.8526575140319903,0.8657540383145801
efficientnet,4,10,0.5179573299723002,0.4184599549772438,0.12812792647489207,-0.02863055147983573,0.4125425772258387,0.1054147527464615,0.868402329442146,0.8757872407705077
efficientnet,4,11,0.4971189151814016,0.4536489975120669,0.055904175256155056,-0.012434257586820374,0.44925411602897136,0.04786479915243018,0.8373672560541779,0.8396005164826479
efficientnet,4,12,0.5532370502085979,0.3918837989833585,0.2259375469944303,-0.06458429576919089,0.3992259830824928,0.15401106712610493,0.8902935518722497,0.9032780837439721
efficientnet,4,13,0.49049967408172424,0.463839844671098,0.03832326001907576,-0.011663430608449543,0.4564847168883142,0.03401495719341003,0.8273999314869958,0.8325845213312603
efficientnet,4,14,0.5010653198309977,0.4730513259667724,0.04145330821151404,-0.013439314347288733,0.46467334249231135,0.036391977338686286,0.8242180294605919,0.8279401301747081
efficientnet,4,15,0.517050232197603,0.38859783661458003,0.18872793777268723,-0.060275542189664244,0.3811113901681216,0.1359388420294814,0.8878494821997945,0.9027839995783815
efficientnet,4,16,0.5755587590198159,0.4453671139971156,0.22056521900335246,-0.09037357398065216,0.4261107469482022,0.14944801207161368,0.8523413001660123,0.8708134601702284
efficientnet,4,17,0.6099646445149014,0.3918876558170854,0.31952165297946383,-0.10144466428164778,0.4230865636153803,0.18687808089952124,0.8903857809164931,0.8998656091069595
efficientnet,4,18,0.5200849672405221,0.43404655090981703,0.1176833617511387,-0.03164494542043361,0.42384601882979883,0.0962389484107233,0.8591991883844106,0.8696474215394345
efficientnet,4,19,0.5205936897466983,0.4069866172850831,0.1935684244145715,-0.07996135195295628,0.3853257511170969,0.13526793862960135,0.8770323328677964,0.898574402487549
efficientnet,4,20,0.5367115829877798,0.420867559650835,0.23527319099184366,-0.11942916765489886,0.3818125821014804,0.15489900088629932,0.8728424991435875,0.8980671427442093
efficientnet,4,21,0.5595187175227939,0.42485198727537404,0.18636978957231617,-0.05170305932489627,0.42563645636990716,0.13388226115288676,0.8619265329784711,0.8748122480170755
efficientnet,4,22,0.5571419758272459,0.41898452646268053,0.17006363744325104,-0.031906188078685616,0.43143753553018904,0.12570444029705682,0.8666433898126434,0.876129805791984
efficientnet,4,23,0.5377700952775717,0.4190153139925335,0.24364064465758475,-0.12488586337254659,0.378004278045043,0.1597658172325288,0.8745355608843448,0.8996284487074758
efficientnet,4,24,0.5618278186973976,0.422509204190431,0.2169575761635491,-0.07763896165658246,0.4139406186111628,0.14788720008623488,0.8664984584574034,0.8790745474189042
efficientnet,4,25,0.5095865250688676,0.48283509768200045,0.037012966806256695,-0.010261539419389565,0.4766026277045371,0.03298389736433046,0.8130220822683074,0.8154892092018236
efficientnet,4,26,0.48685358066401907,0.45976186092477217,0.03421022117476774,-0.007118501435520841,0.45587453228475366,0.030979048379265326,0.8322946586207804,0.8346860259822393
efficientnet,4,27,0.5838319730481312,0.4052888561039327,0.21053447192680969,-0.031991354982611186,0.4360898824431421,0.14774209060498922,0.879713562939735,0.8868415505019894
efficientnet,4,28,0.6122635344663899,0.404074613676217,0.3485982366982998,-0.14040931590812689,0.41812973674404963,0.19413379772234032,0.885813855437561,0.898548051332051
efficientnet,4,29,0.5369663292153839,0.43652221252736345,0.14956575323586455,-0.04912163654784407,0.4219322281782358,0.11503410103714803,0.8594626999393924,0.869238978629213
efficientnet,5,0,0.5158265859705058,0.4091796473231148,0.19485446677691468,-0.0882075281295237,0.37409841390997084,0.14172817206053492,0.8768149358349363,0.8989762576088962
efficientnet,5,1,0.4902147918580961,0.4536543469391157,0.05575578884796213,-0.019195343928981756,0.44258471230260105,0.047630079555495086,0.8393040659832934,0.844962976626525
efficientnet,5,2,0.522725055966629,0.4086883175412376,0.18656046601330906,-0.07252372758791759,0.38419118402785013,0.1385338719387789,0.8754380879601571,0.8953068592057762
efficientnet,5,3,0.5779894794512371,0.4257145152670107,0.2216940972418512,-0.06941913305762482,0.4236923551335077,0.15429712431772946,0.8681849324092861,0.8821181058789427
efficientnet,5,4,0.495670687305238,0.4558815605606964,0.05027090373909713,-0.010481776994555547,0.45133528401282386,0.04433540329241416,0.836056286068144,0.8382763709188649
efficientnet,5,5,0.526575303383631,0.4188734371485443,0.1925643453879303,-0.08486247915284362,0.38627096411946465,0.1403043392641664,0.8700163377164088,0.8931592400326755
efficientnet,5,6,0.5508824889523601,0.4261869599651634,0.17950039500093018,-0.054804866013733466,0.41770576639485524,0.1331767225575049,0.8615905557458694,0.8742127592294923
efficientnet,5,7,0.5883190038631537,0.40109725274668273,0.3059243786963224,-0.1187026275798514,0.39958680050902623,0.18873220335412766,0.8860312524704207,0.8994308150412396
efficientnet,5,8,0.5821496451925218,0.42811681781041167,0.23629038848169753,-0.08225756109958737,0.4215354367074805,0.16061420848504127,0.8690874594850985,0.8825331365780389
efficientnet,5,9,0.49459774156202857,0.46259880418066207,0.047611244273080756,-0.015612306891714278,0.4531094092651799,0.041488332296848646,0.8318005744551897,0.8368797596774619
efficientnet,5,10,0.518432705108495,0.4029243957277233,0.19135934377033798,-0.07585103438956631,0.3771515454297507,0.14128115967874444,0.8793446467627606,0.8987852117315345
efficientnet,5,11,0.485615955781413,0.457437762243221,0.03771870305723474,-0.009540509519042784,0.45148787715026273,0.034128078631150194,0.8341655906611505,0.8385398824738465
efficientnet,5,12,0.5633746135954983,0.38643587661608386,0.24481933278260973,-0.06788059580319528,0.40041833373394403,0.16295627986155445,0.8909128040264565,0.9013017470816096
efficientnet,5,13,0.5763547100043981,0.40581682537143854,0.26946518752532894,-0.0989273028923694,0.40444556692994166,0.17190914307445646,0.8811167619700123,0.8978036311892277
efficientnet,5,14,0.5387850128123237,0.3921147710014791,0.21669934841065044,-0.07002910659980588,0.38276751561954575,0.15601749719277797,0.8889694063084665,0.9032912593217213
efficientnet,5,15,0.5459750870969948,0.4171710165971936,0.19107779718686874,-0.06227372668706743,0.40842982894850133,0.1375452581484935,0.8698318796279216,0.880115418061082
efficientnet,5,16,0.5802165824368044,0.4206985490920707,0.2382720534144377,-0.078754020069704,0.4177026112563473,0.16251397118045716,0.8725196974887349,0.8833302590318586
efficientnet,5,17,0.5485107558612443,0.4252299451963311,0.16890781078717382,-0.04562700012226062,0.4210602194950344,0.12745053636620984,0.8614587999683785,0.8736593849640306
efficientnet,5,18,0.5273448215503406,0.42804519854395734,0.1992123491579093,-0.09991272615152613,0.3851056623020411,0.1422391592482994,0.8665709241350232,0.8927639727002028
efficientnet,5,19,0.5084911717209548,0.4162582246038819,0.11289934480928847,-0.020666397692215566,0.41084568928207293,0.097645482438882,0.8680927033650425,0.8743708661624813
efficientnet,5,20,0.5232279502237391,0.42957594598200377,0.13251348413922054,-0.03886147989748512,0.4163768852069221,0.10685106501681696,0.8616366702679912,0.8702271469603943
efficientnet,5,21,0.6092040138539129,0.3912714980913419,0.3044751030650191,-0.08654258730244813,0.4200280866604844,0.1891759271934285,0.8937587288202586,0.9013544493926058
efficientnet,5,22,0.5986191509569159,0.3885579892901225,0.2641707163665017,-0.05410955469970835,0.42459187706171003,0.17402727389520578,0.8942066984637276,0.9021252206909274
efficientnet,5,23,0.5762689281883636,0.39704340099918717,0.2933173378614154,-0.11409181067223895,0.3950725868531498,0.18119634133521387,0.8882711006877652,0.9003992200057973
efficientnet,5,24,0.5525261372370225,0.4025771634424039,0.25934834455916145,-0.10939937076454287,0.37798404593548857,0.1745420913015339,0.887368573611953,0.9024546101346544
efficientnet,5,25,0.5311741394603142,0.41717008322031834,0.2164725959885898,-0.10246853974859393,0.3795125773814991,0.15166156207881507,0.8736593849640306,0.8964926612031937
efficientnet,5,26,0.527376513880798,0.44612053968370735,0.1283157842067882,-0.04705981000969761,0.4230818083064733,0.10429470557432476,0.8524137658436324,0.865582755803842
efficientnet,5,27,0.5535691917803542,0.43985056276688034,0.1911934795580069,-0.07747485054453296,0.41655083346171984,0.13701835831863438,0.8549303011937074,0.8722034836227569
efficientnet,5,28,0.4859923447215637,0.45421518041921677,0.044679270804666237,-0.012902106502319266,0.44584311967744644,0.04014922504411724,0.8363461487786239,0.8418140135444939
efficientnet,5,29,0.5276108999276715,0.43604022016652605,0.13281131003815988,-0.04124063027701441,0.4202098024861191,0.10740109744155225,0.8583230124640966,0.8675986191994518
efficientnet,6,0,0.5107961094156575,0.4198824978275236,0.16631668879921144,-0.07540307721107764,0.38334137180691547,0.12745473760874199,0.8683496271311497,0.8923489420011067
efficientnet,6,1,0.5010923312687117,0.4643688470520226,0.05268882650073468,-0.01596534228404556,0.4559945777309347,0.04509775353777691,0.8316358797333263,0.8345015678937523
efficientnet,6,2,0.5515122000838247,0.43899178369029124,0.18203865598238297,-0.0695182395888495,0.41512748844180924,0.13638471164201552,0.85481830878284,0.8707080555482358
efficientnet,6,3,0.5570276761027017,0.407468383379671,0.19518617867575255,-0.04562688595272191,0.4087556516400812,0.14827202446262053,0.8761034546364859,0.8858467943819336
efficientnet,6,4,0.564068579014106,0.41414115568010007,0.22176770812239197,-0.071840284788386,0.40515750036704623,0.15891107864705975,0.8755138475322143,0.8855108171493321
efficientnet,6,5,0.558795615415732,0.40226280416425264,0.24745846115625333,-0.09092564990477403,0.3909541751818442,0.1678414402338878,0.8815449682468575,0.8976389364673641
efficientnet,6,6,0.5845136051303028,0.3942750747555646,0.27070172073523174,-0.08046319036049354,0.40446689668185404,0.18004670844844872,0.890188147250257,0.900735197238399
efficientnet,6,7,0.5421394381175959,0.40146319600000385,0.22216373233967138,-0.08148749022207935,0.381264719437706,0.1608747186798898,0.8836728240533349,0.8994439906189886
efficientnet,6,8,0.5331587304298557,0.42122769602735954,0.15879985090685098,-0.046868816504354815,0.41020148862103156,0.12295724180882414,0.8645550607394135,0.8765514242799547
efficientnet,6,9,0.5498099129036486,0.4085166507411645,0.23739730459773042,-0.0961040424352464,0.3806253660927554,0.16918454681089332,0.8820061134680754,0.8989696698200216
efficientnet,6,10,0.5174478558387707,0.42676135621207484,0.17499017194176228,-0.08430367231506641,0.38611834965400166,0.13132950618476907,0.866103191124931,0.8908666895043348
efficientnet,6,11,0.5393769967352807,0.4389297341484115,0.16914873079001383,-0.0687014682031446,0.41206282138474926,0.12731417535053163,0.8543406940894358,0.8724406440222404
efficientnet,6,12,0.5178889134897681,0.42435243531197975,0.1861507905228504,-0.09261431234506212,0.3797650436255157,0.13812386986425235,0.8685011462752642,0.8938443700756278
efficientnet,6,13,0.5167166900915843,0.4457087666727979,0.10956899355520942,-0.03856107013642307,0.4250316032757924,0.09168508681579186,0.8516759334896836,0.8634483122084904
efficientnet,6,14,0.5106258239870309,0.42783075284105687,0.11376794299460065,-0.030972871848626626,0.4133775194720068,0.09724830451502418,0.8611821128356478,0.8706882921816121
efficientnet,6,15,0.5141845542404514,0.4204877349435661,0.18642218012396755,-0.09272536082708227,0.37647693168808843,0.13770762255236293,0.8714458879021845,0.8958668212601124
efficientnet,6,16,0.49175627639958114,0.4604685935449007,0.04749734083433279,-0.016209657979652403,0.4501752648911777,0.04158101150840336,0.8338559645840471,0.8397586234156368
efficientnet,6,17,0.5490267766853747,0.44760580082706525,0.1685634613544224,-0.0671424854961129,0.42048233006391034,0.12854444662146444,0.8481317030751799,0.8674471000553374
efficientnet,6,18,0.5147921470116942,0.4413484227680787,0.10858541212755284,-0.035141687883937345,0.4237444615226501,0.09104768548904399,0.8530461935755882,0.8643508392843026
efficientnet,6,19,0.5436720314185882,0.40975155978292177,0.22888912019533603,-0.09496864855966958,0.3799615869426893,0.16371044447589891,0.8810245329257689,0.8990223721310179
efficientnet,6,20,0.5346027154710432,0.40163220438598,0.19716316441785348,-0.06419265333279023,0.3865409966070435,0.14806171886399966,0.88215763261219,0.8975532952119951
efficientnet,6,21,0.5399378770538408,0.4261998911728713,0.1754872111665734,-0.061749225285604004,0.4086115982898762,0.13132627876396458,0.8628027088987852,0.8759651110701203
efficientnet,6,22,0.5862414525061852,0.39258741790206503,0.26377902470716713,-0.07012499010304696,0.40777784192816274,0.17846361057802257,0.8905965901604785,0.9004058077946717
efficientnet,6,23,0.514085821289358,0.43999437079540715,0.10225064684720295,-0.028159196353252147,0.42570039455947073,0.08838542672988729,0.8519987351445361,0.8631255105536377
efficientnet,6,24,0.5773493162094967,0.3836959929611334,0.25628044308221803,-0.06262711983385472,0.4016974419230247,0.17565187428647228,0.8938377822867531,0.9023953200347835
efficientnet,6,25,0.543841725297772,0.4302741692673113,0.17431785015704127,-0.06075029412658062,0.41293264426770293,0.13090908103006918,0.8600490131492264,0.8733826978313
efficientnet,6,26,0.5790121030019676,0.3868521462722627,0.2589514416127491,-0.0667914848830442,0.40193591573745324,0.17707618726451457,0.8929484307886901,0.9022108619462964
efficientnet,6,27,0.5442496344996924,0.4081190341988463,0.2217462643305372,-0.08561566402969112,0.3833055226707874,0.16094411182890517,0.8809323038815252,0.8981527839995784
